user,normalized_query,id,Action,description_bm25,title_bm25,name_bm25,character_bm25,type,release_year,age_certification,runtime,genres,production_countries,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
User 8,gangs of,tm144345,select,1.8370211028903485,0.0,0.0,0.0,MOVIE,2003,PG,186,"[""drama"", ""romance"", ""comedy""]","[""IN""]",7.9,68551.0,12.001,7.5
User 8,gangs of,tm36475,select,2.2033103524197473,0.0,0.0,0.0,MOVIE,2001,G,210,"[""drama"", ""romance""]","[""IN""]",7.4,49273.0,13.699,7.9
User 8,gangs of,tm68436,select,1.6704034103158985,0.0,0.0,0.0,MOVIE,2012,G,151,"[""drama"", ""romance"", ""comedy""]","[""IN""]",8.1,81198.0,7.897,7.5
User 8,gangs of,tm35700,select,0.0,0.0,0.0,0.0,MOVIE,2012,PG,135,"[""drama"", ""crime"", ""sport"", ""thriller"", ""action""]","[""IN""]",8.2,36077.0,4.424,7.4
User 8,gangs of,tm177258,select,3.2403859428761628,0.0,0.0,0.0,MOVIE,2011,unknwon,102,"[""comedy"", ""action"", ""crime"", ""thriller""]","[""IN""]",7.5,29927.0,6.638,7.0
User 8,gangs of,tm157286,select,0.0,0.0,0.0,0.0,MOVIE,2014,unknwon,107,"[""thriller""]","[""IN""]",6.8,909.0,1.576,6.7
User 8,gangs of,tm926528,select,0.0,0.0,0.0,0.0,MOVIE,2020,unknwon,108,"[""drama"", ""action"", ""crime"", ""thriller"", ""comedy""]","[""IN""]",6.9,14195.0,3.757,7.3
User 8,gangs of,tm886214,select,0.0,0.0,0.0,0.0,MOVIE,2020,unknwon,106,"[""thriller"", ""drama"", ""crime""]","[""IN""]",4.2,19484.0,5.325,6.4
User 8,gangs of,tm886214,select,0.0,0.0,0.0,0.0,MOVIE,2020,unknwon,106,"[""thriller"", ""drama"", ""crime""]","[""IN""]",4.2,19484.0,5.325,6.4
User 8,gangs of,tm918043,select,0.0,0.0,0.0,0.0,MOVIE,2020,unknwon,149,"[""crime"", ""thriller"", ""drama""]","[""IN""]",7.3,17570.0,4.929,7.2
User 8,gangs of,tm918043,select,0.0,0.0,0.0,0.0,MOVIE,2020,unknwon,149,"[""crime"", ""thriller"", ""drama""]","[""IN""]",7.3,17570.0,4.929,7.2
User 8,gangs of,tm345225,select,0.0,0.0,0.0,0.0,MOVIE,2017,unknwon,107,"[""crime"", ""thriller""]","[""IN""]",6.5,2216.0,2.95,5.0
User 8,gangs of,tm345225,select,0.0,0.0,0.0,0.0,MOVIE,2017,unknwon,107,"[""crime"", ""thriller""]","[""IN""]",6.5,2216.0,2.95,5.0
User 8,sex,tm372662,select,0.0,0.0,0.0,0.0,MOVIE,2018,unknwon,110,"[""romance"", ""thriller"", ""drama"", ""action"", ""european""]","[""ES""]",5.8,3108.0,11.772,5.2
User 8,sex,tm193125,select,0.0,0.0,0.0,0.0,MOVIE,2015,unknwon,84,"[""documentation""]","[""US""]",6.1,17557.0,37.12,5.914
User 8,bl,tm931330,play,0.0,0.0,0.0,0.0,MOVIE,2020,PG-13,79,"[""documentation"", ""music""]","[""US""]",7.3,6427.0,10.809,8.4
User 8,bl,tm931330,play,0.0,0.0,0.0,0.0,MOVIE,2020,PG-13,79,"[""documentation"", ""music""]","[""US""]",7.3,6427.0,10.809,8.4
User 8,bl,tm931330,select,0.0,0.0,0.0,0.0,MOVIE,2020,PG-13,79,"[""documentation"", ""music""]","[""US""]",7.3,6427.0,10.809,8.4
User 8,bl,tm931330,select,0.0,0.0,0.0,0.0,MOVIE,2020,PG-13,79,"[""documentation"", ""music""]","[""US""]",7.3,6427.0,10.809,8.4
User 8,lucifer,tm176481,select,0.0,0.0,0.0,0.0,MOVIE,2013,PG-13,141,"[""romance"", ""drama"", ""action"", ""comedy""]","[""IN""]",6.0,53939.0,8.622,6.6
User 8,lucifer,tm176481,select,0.0,0.0,0.0,0.0,MOVIE,2013,PG-13,141,"[""romance"", ""drama"", ""action"", ""comedy""]","[""IN""]",6.0,53939.0,8.622,6.6
User 8,lucifer,tm351101,select,0.0,0.0,0.0,0.0,MOVIE,2018,unknwon,98,"[""drama"", ""fantasy"", ""horror"", ""thriller"", ""european""]","[""ES"", ""FR""]",6.4,11653.0,15.977,6.377
User 8,lucifer,tm176481,select,0.0,0.0,0.0,0.0,MOVIE,2013,PG-13,141,"[""romance"", ""drama"", ""action"", ""comedy""]","[""IN""]",6.0,53939.0,8.622,6.6
User 8,lucifer,tm176481,select,0.0,0.0,0.0,0.0,MOVIE,2013,PG-13,141,"[""romance"", ""drama"", ""action"", ""comedy""]","[""IN""]",6.0,53939.0,8.622,6.6
User 8,docum,tm1150385,play,0.0,0.0,0.0,0.0,MOVIE,2022,unknwon,114,"[""documentation"", ""crime""]","[""GB""]",7.2,61809.0,41.443,7.061
User 8,docum,tm1150385,select,0.0,0.0,0.0,0.0,MOVIE,2022,unknwon,114,"[""documentation"", ""crime""]","[""GB""]",7.2,61809.0,41.443,7.061
User 8,docum,tm1171107,select,0.0,0.0,0.0,0.0,MOVIE,2022,unknwon,78,"[""documentation""]","[""GB"", ""US""]",7.5,612.0,47.257,6.6
User 8,docum,tm374216,select,0.0,0.0,0.0,0.0,MOVIE,2018,unknwon,87,"[""documentation""]","[""US""]",6.3,5151.0,11.496,6.6
User 8,malayalam,tm1110241,select,0.0,0.0,0.0,0.0,MOVIE,2021,unknwon,148,"[""thriller"", ""action"", ""drama""]","[""IN""]",5.1,1497.0,1.978,5.3
User 8,malayalam,tm1195561,select,0.0,0.0,0.0,0.0,MOVIE,2022,unknwon,136,"[""crime"", ""drama"", ""thriller"", ""action""]","[""IN""]",6.2,610.0,3.096,8.5
User 8,american nur,tm471967,select,0.0,0.0,0.0,0.0,MOVIE,2020,R,95,"[""thriller"", ""drama"", ""crime""]","[""US""]",6.1,21588.0,12.547,6.1
User 8,american nur,tm1003353,select,0.0,0.0,0.0,0.0,MOVIE,2021,R,100,"[""drama"", ""documentation"", ""crime""]","[""US""]",6.9,8190.0,8.255,7.0
User 8,american nur,tm934040,select,0.0,3.9387487859411454,0.0,0.0,MOVIE,2020,R,83,"[""documentation"", ""thriller"", ""crime""]","[""US""]",7.2,27193.0,11.309,7.3
User 8,american mur,tm934040,play,0.0,3.9387487859411454,0.0,0.0,MOVIE,2020,R,83,"[""documentation"", ""thriller"", ""crime""]","[""US""]",7.2,27193.0,11.309,7.3
User 8,american mur,tm934040,select,0.0,3.9387487859411454,0.0,0.0,MOVIE,2020,R,83,"[""documentation"", ""thriller"", ""crime""]","[""US""]",7.2,27193.0,11.309,7.3
User 8,american mu,tm934040,play,0.0,3.9387487859411454,0.0,0.0,MOVIE,2020,R,83,"[""documentation"", ""thriller"", ""crime""]","[""US""]",7.2,27193.0,11.309,7.3
User 8,american mu,tm934040,select,0.0,3.9387487859411454,0.0,0.0,MOVIE,2020,R,83,"[""documentation"", ""thriller"", ""crime""]","[""US""]",7.2,27193.0,11.309,7.3
User 8,american mu,tm934040,play,0.0,3.9387487859411454,0.0,0.0,MOVIE,2020,R,83,"[""documentation"", ""thriller"", ""crime""]","[""US""]",7.2,27193.0,11.309,7.3
User 8,american mu,tm934040,play,0.0,3.9387487859411454,0.0,0.0,MOVIE,2020,R,83,"[""documentation"", ""thriller"", ""crime""]","[""US""]",7.2,27193.0,11.309,7.3
User 8,american mu,tm934040,select,0.0,3.9387487859411454,0.0,0.0,MOVIE,2020,R,83,"[""documentation"", ""thriller"", ""crime""]","[""US""]",7.2,27193.0,11.309,7.3
User 8,documentary nurse,tm1226954,select,0.0,0.0,0.0,0.0,MOVIE,2022,R,102,"[""documentation"", ""crime""]","[""US""]",7.3,9786.0,219.908,7.196
User 8,documentary,tm1185367,select,4.029978172480721,0.0,0.0,0.0,MOVIE,2022,R,88,"[""documentation""]","[""US""]",5.7,4124.0,5.038,5.9
User 8,documentary,tm1030283,select,0.0,0.0,0.0,0.0,MOVIE,2021,R,83,"[""crime"", ""documentation""]","[""US""]",5.6,4175.0,14.666,6.2
User 8,documentaru,tm1229846,select,0.0,0.0,0.0,0.0,MOVIE,2022,R,83,"[""documentation"", ""crime""]","[""DE"", ""FR""]",6.9,832.0,177.035,6.6
User 8,documentaru,tm847085,select,0.0,0.0,0.0,0.0,MOVIE,2020,PG-13,94,"[""drama"", ""documentation""]","[""US""]",7.6,80916.0,20.38,7.5
User 8,paran,tm445456,play,0.0,0.0,0.0,0.0,MOVIE,2018,G,91,"[""thriller"", ""drama"", ""family""]","[""IN""]",6.7,2482.0,6.676,7.7
User 8,paran,tm445456,select,0.0,0.0,0.0,0.0,MOVIE,2018,G,91,"[""thriller"", ""drama"", ""family""]","[""IN""]",6.7,2482.0,6.676,7.7
User 8,paran,tm280828,select,0.0,0.0,0.0,0.0,MOVIE,2017,R,85,"[""comedy"", ""horror""]","[""US""]",6.4,86953.0,52.287,6.102
User 8,paran,tm138297,play,0.0,0.0,0.0,0.0,MOVIE,2016,R,134,"[""horror"", ""thriller"", ""drama""]","[""US""]",7.3,264195.0,171.724,7.283
User 8,paran,tm138297,select,0.0,0.0,0.0,0.0,MOVIE,2016,R,134,"[""horror"", ""thriller"", ""drama""]","[""US""]",7.3,264195.0,171.724,7.283
User 8,paran,tm463827,select,0.0,0.0,0.0,0.0,MOVIE,2018,unknwon,92,"[""thriller"", ""horror""]","[""FR""]",3.7,1671.0,5.104,4.5
User 8,cri,tm182322,select,0.0,0.0,0.0,0.0,MOVIE,2013,unknwon,126,"[""drama"", ""sport""]","[""IN""]",7.7,36784.0,6.691,7.0
User 8,docum,tm1185360,select,0.0,0.0,0.0,0.0,MOVIE,2022,unknwon,128,"[""documentation""]","[""US""]",7.3,4087.0,19.791,6.2
User 8,docum,tm307612,select,0.0,0.0,0.0,0.0,MOVIE,2017,unknwon,107,"[""documentation"", ""crime""]","[""US""]",6.4,3892.0,4.287,6.3
User 8,cecile,tm934040,play,0.0,0.0,0.0,0.0,MOVIE,2020,R,83,"[""documentation"", ""thriller"", ""crime""]","[""US""]",7.2,27193.0,11.309,7.3
User 8,cecile,tm934040,select,0.0,0.0,0.0,0.0,MOVIE,2020,R,83,"[""documentation"", ""thriller"", ""crime""]","[""US""]",7.2,27193.0,11.309,7.3
User 8,mala,tm851912,select,0.0,0.0,0.0,0.0,MOVIE,2020,unknwon,112,"[""action"", ""drama"", ""war""]","[""IN""]",5.6,34567.0,6.318,7.4
User 8,mala,tm307843,select,0.0,0.0,0.0,0.0,MOVIE,2017,unknwon,132,"[""drama"", ""thriller"", ""action"", ""comedy""]","[""IN""]",7.9,6013.0,3.606,7.3
User 8,mala,tm1028026,select,0.0,0.0,0.0,0.0,MOVIE,2021,unknwon,91,"[""thriller""]","[""IN""]",5.8,3084.0,1.886,5.7
User 8,documentary,tm1018890,select,0.0,0.0,0.0,0.0,MOVIE,2021,unknwon,89,"[""documentation""]","[""US""]",8.1,30307.0,7.09,7.9
User 8,documentary,tm845415,select,0.0,0.0,0.0,0.0,MOVIE,2020,R,85,"[""music"", ""documentation""]","[""US""]",7.4,19482.0,16.672,7.9
User 8,samy,tm1027639,select,0.0,0.0,0.0,0.0,MOVIE,2021,unknwon,163,"[""drama"", ""action"", ""comedy""]","[""IN""]",4.0,9643.0,3.922,7.1
User 8,samy,tm855340,play,0.0,0.0,0.0,0.0,MOVIE,2021,G,153,"[""drama""]","[""IN""]",5.9,30621.0,2.301,5.0
User 8,samy,tm855340,select,0.0,0.0,0.0,0.0,MOVIE,2021,G,153,"[""drama""]","[""IN""]",5.9,30621.0,2.301,5.0
User 8,ghostbu,tm1002815,select,0.0,0.0,0.0,0.0,MOVIE,2021,unknwon,103,"[""family"", ""fantasy"", ""horror""]","[""CA"", ""US""]",5.7,8573.0,80.549,6.3
User 8,blue stre,tm101334,select,0.0,0.0,0.0,0.0,MOVIE,2010,R,92,"[""comedy"", ""drama""]","[""US""]",5.7,49901.0,15.989,5.8
User 8,indiana,tm178201,select,0.0,0.0,0.0,0.0,MOVIE,2011,PG-13,129,"[""action"", ""crime"", ""thriller""]","[""GB"", ""US""]",7.4,449965.0,51.119,7.1
User 8,lucif,tm898169,select,0.0,0.0,0.0,0.0,MOVIE,2020,PG,12,"[""drama"", ""animation""]","[""US""]",,,10.718,7.8
User 8,dear,tm1213009,play,0.0,7.832698206444908,0.0,0.0,MOVIE,2022,unknwon,118,"[""comedy"", ""drama"", ""romance""]","[""IN""]",5.9,251.0,2.299,5.5
User 8,dear,tm1213009,play,0.0,7.832698206444908,0.0,0.0,MOVIE,2022,unknwon,118,"[""comedy"", ""drama"", ""romance""]","[""IN""]",5.9,251.0,2.299,5.5
User 8,dear,tm1213009,play,0.0,7.832698206444908,0.0,0.0,MOVIE,2022,unknwon,118,"[""comedy"", ""drama"", ""romance""]","[""IN""]",5.9,251.0,2.299,5.5
User 8,dear,tm1213009,select,0.0,7.832698206444908,0.0,0.0,MOVIE,2022,unknwon,118,"[""comedy"", ""drama"", ""romance""]","[""IN""]",5.9,251.0,2.299,5.5
User 8,spiper,tm918706,select,0.0,0.0,0.0,0.0,MOVIE,2020,unknwon,103,"[""action"", ""comedy"", ""family""]","[""US""]",5.6,10399.0,9.88,6.5
User 8,spiper,tm974366,select,0.0,0.0,0.0,0.0,MOVIE,2020,PG,97,"[""fantasy"", ""drama"", ""family"", ""action"", ""comedy""]","[""US""]",4.7,14759.0,72.986,6.2
User 8,spiper,tm918706,select,0.0,0.0,0.0,0.0,MOVIE,2020,unknwon,103,"[""action"", ""comedy"", ""family""]","[""US""]",5.6,10399.0,9.88,6.5
User 8,up in smok,tm93055,play,0.0,0.0,0.0,0.0,MOVIE,2010,PG-13,102,"[""comedy"", ""drama"", ""european""]","[""US""]",5.9,249934.0,98.37,6.333
User 8,up in smok,tm93055,select,0.0,0.0,0.0,0.0,MOVIE,2010,PG-13,102,"[""comedy"", ""drama"", ""european""]","[""US""]",5.9,249934.0,98.37,6.333
User 8,up in smok,tm437159,select,3.148070255545019,0.0,0.0,0.0,MOVIE,2018,unknwon,57,"[""documentation"", ""crime"", ""history"", ""music""]","[""US""]",6.9,1430.0,2.782,6.9
User 8,pada,tm27268,play,0.0,0.0,0.0,0.0,MOVIE,2006,PG,91,"[""animation"", ""comedy"", ""family"", ""fantasy""]","[""US""]",6.6,117008.0,51.891,6.6
User 8,pada,tm27268,play,0.0,0.0,0.0,0.0,MOVIE,2006,PG,91,"[""animation"", ""comedy"", ""family"", ""fantasy""]","[""US""]",6.6,117008.0,51.891,6.6
User 8,pada,tm27268,play,0.0,0.0,0.0,0.0,MOVIE,2006,PG,91,"[""animation"", ""comedy"", ""family"", ""fantasy""]","[""US""]",6.6,117008.0,51.891,6.6
User 8,pada,tm27268,select,0.0,0.0,0.0,0.0,MOVIE,2006,PG,91,"[""animation"", ""comedy"", ""family"", ""fantasy""]","[""US""]",6.6,117008.0,51.891,6.6
User 8,pada,tm949309,select,0.0,0.0,0.0,0.0,MOVIE,2021,R,125,"[""drama"", ""crime""]","[""SG"", ""US"", ""IN""]",7.1,59441.0,19.472,6.955
User 8,pada,tm72587,select,0.0,0.0,0.0,0.0,MOVIE,2007,PG-13,166,"[""romance"", ""documentation"", ""drama"", ""european""]","[""IN""]",7.7,23708.0,8.071,6.7
User 8,mut,tm888080,select,0.0,0.0,0.0,0.0,MOVIE,2020,unknwon,149,"[""action"", ""crime"", ""thriller"", ""scifi"", ""drama""]","[""US""]",3.7,11465.0,9.916,6.7
User 8,mut,ts22489,select,0.0,0.0,0.0,0.0,SHOW,1995,TV-PG,22,"[""scifi"", ""thriller"", ""family"", ""fantasy"", ""horror"", ""music""]","[""US"", ""CA""]",7.6,13493.0,63.687,7.9
User 8,mut,tm352588,select,0.0,0.0,0.0,0.0,MOVIE,2018,R,97,"[""scifi"", ""thriller"", ""horror""]","[""US""]",5.8,31218.0,10.801,6.2
User 8,mut,tm9898,play,0.0,0.0,0.0,0.0,MOVIE,1995,G,165,"[""comedy"", ""drama"", ""action"", ""romance""]","[""IN""]",7.6,3056.0,3.576,6.9
User 8,mut,tm9898,select,0.0,0.0,0.0,0.0,MOVIE,1995,G,165,"[""comedy"", ""drama"", ""action"", ""romance""]","[""IN""]",7.6,3056.0,3.576,6.9
User 8,mut,tm9898,select,0.0,0.0,0.0,0.0,MOVIE,1995,G,165,"[""comedy"", ""drama"", ""action"", ""romance""]","[""IN""]",7.6,3056.0,3.576,6.9
User 8,mut,tm9898,select,0.0,0.0,0.0,0.0,MOVIE,1995,G,165,"[""comedy"", ""drama"", ""action"", ""romance""]","[""IN""]",7.6,3056.0,3.576,6.9
User 8,mut,tm112235,select,0.0,0.0,0.0,0.0,MOVIE,2002,unknwon,137,"[""drama"", ""war"", ""action""]","[""IN""]",8.4,8491.0,3.739,7.4
replay,the gray,ts314742,,3.4681189482086827,1.1055430589923032,0.0,0.0,SHOW,2021,TV-Y7,25,"[""animation"", ""action"", ""comedy"", ""drama"", ""family"", ""fantasy"", ""scifi""]","[""US""]",5.8,1679.0,22.627,7.078
replay,the gray,tm39487,,12.914983244714277,0.0,0.0,4.481641337901734,MOVIE,2006,PG-13,111,"[""drama"", ""romance"", ""comedy""]","[""US""]",5.9,26528.0,9.435,5.9
replay,the gray,ts78452,,8.626605121113558,0.0,0.0,8.938359242777326,SHOW,2018,TV-MA,58,"[""drama"", ""animation"", ""fantasy"", ""thriller""]","[""GB""]",6.4,6553.0,11.958,6.6
replay,the gray,ts19036,,2.174406252080581,1.1803925678350056,6.280575690926884,0.0,SHOW,2001,TV-Y7,23,"[""comedy"", ""scifi"", ""animation"", ""family"", ""fantasy""]","[""CA"", ""US""]",7.2,38046.0,67.192,7.7
replay,stra,ts55798,,0.0,0.0,0.0,0.0,SHOW,2017,TV-MA,64,"[""crime"", ""drama"", ""thriller"", ""romance"", ""scifi"", ""comedy""]","[""KR""]",8.5,8066.0,25.007,8.5
replay,stra,ts38796,,0.0,0.0,0.0,0.0,SHOW,2016,TV-14,61,"[""scifi"", ""thriller"", ""drama"", ""fantasy"", ""horror""]","[""US""]",8.7,1101055.0,2226.231,8.635
replay,stra,ts31514,,0.0,0.0,0.0,0.0,SHOW,2003,TV-Y,23,"[""animation"", ""family""]","[""US""]",7.0,13.0,31.584,6.9
replay,stra,tm494295,,0.0,0.0,0.0,0.0,MOVIE,2019,unknwon,95,"[""comedy"", ""romance""]","[""US""]",6.8,2445.0,6.099,6.9
replay,stra,tm24110,,0.0,0.0,0.0,0.0,MOVIE,1987,unknwon,100,"[""drama""]","[""US""]",6.3,360.0,2.76,6.8
replay,sarah shahi,ts289334,,0.0,0.0,12.975563533401782,0.0,SHOW,2021,TV-MA,47,"[""comedy"", ""drama"", ""romance""]","[""US""]",5.4,20549.0,165.068,7.1
replay,sarah shahi,tm279017,,0.0,0.0,8.451602068983036,0.0,MOVIE,2017,unknwon,54,"[""comedy"", ""music"", ""romance""]","[""US""]",6.8,2126.0,4.616,6.4
replay,sarah shahi,tm1020293,,0.0,0.0,3.0817982090696816,0.0,MOVIE,2021,unknwon,91,"[""comedy"", ""drama""]","[""SA""]",6.0,276.0,1.55,6.0
replay,sarah shahi,ts3799,,0.0,0.0,4.199231066478089,0.0,SHOW,2014,TV-Y7,23,"[""comedy"", ""family"", ""fantasy"", ""animation"", ""action""]","[""US""]",7.0,2042.0,26.409,6.9
replay,sarah shahi,tm227044,,0.0,0.0,0.0,0.0,MOVIE,2015,PG-13,144,"[""comedy"", ""romance"", ""drama""]","[""IN""]",3.6,5723.0,3.961,4.9
replay,asu,ts33840,,0.0,5.37153121737767,0.0,0.0,SHOW,2013,TV-14,23,"[""scifi"", ""animation"", ""drama"", ""fantasy"", ""romance""]","[""JP""]",7.3,1165.0,12.324,7.5
replay,asu,ts76865,,0.0,0.0,0.0,0.0,SHOW,2018,TV-MA,25,"[""animation"", ""action"", ""scifi"", ""drama"", ""fantasy"", ""horror""]","[""JP""]",7.6,19465.0,37.228,7.887
replay,asu,tm814652,,9.879250138942073,0.0,0.0,0.0,MOVIE,2019,unknwon,131,"[""drama""]","[""IN""]",8.3,1045.0,1.915,7.6
replay,asu,ts20983,,0.0,0.0,0.0,0.0,SHOW,1995,TV-14,24,"[""drama"", ""scifi"", ""animation"", ""action"", ""fantasy"", ""thriller""]","[""JP""]",8.5,66629.0,49.27,8.637
replay,asu,tm824559,,0.0,0.0,0.0,0.0,MOVIE,2019,unknwon,86,"[""crime"", ""documentation""]","[""US""]",6.7,7525.0,8.238,6.4
replay,asura,ts106015,,0.0,0.0,0.0,0.0,SHOW,2019,TV-MA,25,"[""animation"", ""action"", ""sport""]","[""JP""]",8.0,4869.0,85.14,8.3
replay,asura,ts76865,,0.0,0.0,0.0,0.0,SHOW,2018,TV-MA,25,"[""animation"", ""action"", ""scifi"", ""drama"", ""fantasy"", ""horror""]","[""JP""]",7.6,19465.0,37.228,7.887
replay,arr,ts17598,,0.0,0.0,0.0,0.0,SHOW,2012,TV-14,42,"[""action"", ""crime"", ""drama"", ""thriller"", ""scifi""]","[""US""]",7.5,427871.0,122.099,6.7
replay,arr,ts17156,,0.0,0.0,0.0,0.0,SHOW,2003,TV-MA,28,"[""comedy""]","[""US""]",8.7,300445.0,30.131,8.043
replay,arr,tm863514,,0.0,0.0,0.0,0.0,MOVIE,2019,unknwon,104,"[""comedy""]","[""IN""]",5.5,1655.0,3.176,6.4
replay,arr,tm474496,,0.0,0.0,0.0,0.0,MOVIE,2020,unknwon,100,"[""comedy"", ""romance""]","[""CL""]",3.8,471.0,5.945,7.5
replay,arr,ts255823,,0.0,0.0,0.0,0.0,SHOW,2020,TV-MA,26,"[""comedy"", ""romance""]","[""PH""]",5.5,116.0,1.852,
replay,cbi,tm948100,,6.638398866772656,0.0,0.0,0.0,MOVIE,2020,unknwon,115,"[""crime"", ""thriller""]","[""IN""]",4.9,358.0,1.021,5.0
replay,cbi,tm340587,,0.0,0.0,0.0,7.965304285484839,MOVIE,2017,PG,107,"[""crime"", ""thriller""]","[""IN""]",7.2,12262.0,6.265,7.0
replay,cbi,tm208713,,0.0,0.0,0.0,0.0,MOVIE,2015,PG-13,130,"[""drama"", ""action"", ""crime"", ""comedy""]","[""IN""]",7.1,24975.0,7.397,7.2
replay,cbi,tm317491,,0.0,0.0,0.0,6.412293426383475,MOVIE,2017,unknwon,145,"[""thriller"", ""action"", ""crime""]","[""IN""]",6.3,10339.0,3.35,5.4
replay,flash,ts11188,,3.703752219520922,9.919802982220578,0.0,7.259651487697408,SHOW,2014,TV-14,42,"[""drama"", ""scifi"", ""family"", ""animation"", ""action""]","[""US""]",7.6,341393.0,537.156,7.8
replay,flash,ts25707,,0.0,0.0,0.0,0.0,SHOW,2008,TV-14,44,"[""drama""]","[""SG""]",,,4.06,9.0
replay,flash,tm835305,,0.0,0.0,0.0,0.0,MOVIE,2019,unknwon,51,"[""documentation""]","[""US""]",,,7.111,7.9
replay,flash,tm184224,,0.0,0.0,0.0,0.0,MOVIE,1993,PG-13,60,"[""comedy"", ""documentation""]","[""US""]",7.8,172.0,3.793,5.5
replay,flash,ts57210,,0.0,0.0,0.0,0.0,SHOW,2017,TV-14,42,"[""drama""]","[""US""]",5.8,3184.0,5.658,6.5
replay,ar,ts89958,,0.0,0.0,0.0,0.0,SHOW,2019,unknwon,80,"[""drama"", ""action"", ""fantasy"", ""history"", ""romance""]","[""KR""]",8.3,4351.0,16.156,8.114
replay,ar,ts88296,,0.0,0.0,0.0,0.0,SHOW,2020,TV-MA,29,"[""thriller"", ""horror"", ""drama""]","[""NL""]",5.7,4389.0,7.928,6.9
replay,ar,ts75138,,0.0,0.0,0.0,0.0,SHOW,2017,unknwon,63,"[""drama""]","[""KR""]",7.3,266.0,4.679,7.3
replay,ar,ts58480,,0.0,0.0,0.0,0.0,SHOW,2017,unknwon,47,"[""comedy""]","[""US""]",,,1.739,6.2
replay,ar,ts320075,,0.0,0.0,0.0,0.0,SHOW,2021,TV-MA,43,"[""thriller"", ""drama"", ""crime""]","[""IN""]",7.9,7629.0,4.389,7.7
replay,jana,tm286532,,11.83026036163236,0.0,0.0,5.399102098657307,MOVIE,2017,unknwon,105,"[""drama"", ""family"", ""action"", ""european""]","[""DE""]",6.5,993.0,7.023,7.2
replay,jana,ts110635,,0.0,0.0,0.0,0.0,SHOW,2020,TV-MA,45,"[""drama"", ""fantasy"", ""thriller"", ""scifi""]","[""IT""]",5.9,2996.0,17.252,7.7
replay,jana,tm110160,,0.0,0.0,0.0,0.0,MOVIE,1996,PG-13,160,"[""drama"", ""comedy""]","[""IN""]",7.9,2586.0,2.828,7.5
replay,jana,tm147913,,0.0,0.0,0.0,0.0,MOVIE,2014,PG-13,153,"[""drama"", ""comedy"", ""scifi"", ""romance"", ""fantasy""]","[""IN""]",8.1,181406.0,10.001,7.7
replay,o,ts93611,,0.0,0.0,0.0,0.0,SHOW,2020,TV-MA,41,"[""horror"", ""scifi"", ""drama"", ""fantasy""]","[""US""]",6.1,10961.0,8.382,6.8
replay,o,ts91087,,0.0,0.0,0.0,0.0,SHOW,2019,unknwon,47,"[""drama"", ""romance""]","[""KR""]",7.9,2601.0,14.852,8.4
replay,o,ts89531,,0.0,0.0,0.0,0.0,SHOW,2019,TV-14,39,"[""drama""]","[""EG""]",,,0.884,8.0
replay,o,ts86946,,0.0,0.0,0.0,0.0,SHOW,2019,TV-MA,42,"[""drama"", ""scifi"", ""romance""]","[""FR""]",5.7,3041.0,8.783,5.9
replay,o,ts85398,,0.0,0.0,0.0,0.0,SHOW,2019,TV-G,50,"[""documentation""]","[""GB""]",9.3,42259.0,19.942,8.8
replay,ori,ts88271,,0.0,0.0,0.0,0.0,SHOW,2019,unknwon,12,"[""documentation""]","[""CN""]",7.6,603.0,7.066,8.3
replay,ori,ts20824,,0.0,0.0,0.0,0.0,SHOW,2013,TV-14,43,"[""scifi"", ""drama"", ""fantasy"", ""horror""]","[""US""]",8.3,133406.0,114.436,8.6
replay,ori,tm882887,,0.0,0.0,0.0,0.0,MOVIE,2020,unknwon,92,"[""documentation""]","[""US"", ""AR""]",7.2,1820.0,7.016,7.1
replay,ori,tm864480,,0.0,0.0,0.0,0.0,MOVIE,2020,unknwon,96,"[""crime"", ""drama"", ""thriller"", ""comedy"", ""action""]","[""AR"", ""ES""]",6.1,6769.0,8.534,6.1
replay,the ori,ts20824,,3.279827348401104,1.3802888719036002,0.0,0.0,SHOW,2013,TV-14,43,"[""scifi"", ""drama"", ""fantasy"", ""horror""]","[""US""]",8.3,133406.0,114.436,8.6
replay,the ori,tm514494,,3.619588839417259,1.0310707571712108,0.0,0.0,MOVIE,2020,unknwon,139,"[""crime"", ""thriller"", ""european""]","[""DE"", ""ES""]",6.2,6391.0,18.674,6.5
replay,the ori,ts37896,,0.0,0.0,0.0,0.0,SHOW,2015,TV-14,43,"[""history"", ""documentation"", ""european""]","[""GB""]",6.2,379.0,2.421,5.8
replay,the ori,ts311985,,2.294824776943852,0.0,0.0,0.0,SHOW,2021,TV-MA,28,"[""comedy"", ""animation"", ""fantasy"", ""scifi""]","[""US""]",7.6,16616.0,42.395,8.2
replay,the ori,ts52830,,3.089394209963346,0.7474205664888609,0.0,0.0,SHOW,2016,TV-14,92,"[""drama"", ""comedy""]","[""US""]",7.6,37577.0,14.808,7.6
replay,thr o,tm1107225,,0.0,0.0,0.0,0.0,MOVIE,2022,R,116,"[""drama"", ""romance"", ""comedy""]","[""ES""]",5.4,9082.0,236.503,7.48
replay,thr o,tm434553,,0.0,0.0,0.0,3.465355278072537,MOVIE,2020,R,123,"[""thriller"", ""drama"", ""action"", ""crime""]","[""US""]",4.8,2594.0,10.445,6.6
replay,thr o,tm171228,,0.0,0.0,0.0,0.0,MOVIE,2013,R,93,"[""music""]","[""US""]",7.1,17513.0,14.231,6.8
